taxonBat	log_mass	crypt_width	enterocyte_diameter	log_enterocyte_density	log_intestinal_diameter	sef	villus_height	villus_width
0	0.009621946712094561	0.003112978113718582	4.095790208342458e-4	0.10801258763081945	0.08593358862159883	0.6704589259590917	0.009567567524179268	0.002088694146739204
0	0.06638258518894152	0.0068638432929503815	3.947604291253758e-4	0.09338442839914306	0.046898363319397514	0.3748958205513577	0.010558951070321312	0.003031257855334667
0	0.13993437381509513	0.001796146690535174	2.0692303333107002e-4	0.1126225342230627	0.02975182698546973	1.84631134166098	0.05706873453504571	0.0021282365769635684
0	0.045098604517356464	0.0011108434035989976	8.369225174059851e-4	0.15585634611195864	0.047152344564334245	0.33967631317006647	0.014972619047619038	0.004104575163398693
0	0.07124157898577022	0.0019309014763177084	2.024573434873775e-4	0.005919645483937049	0.11387822418653297	0.795313993072449	0.04044857507089575	0.007367526001339508
0	0.1978928938154563	0.0019327901535805118	3.295476889221172e-4	0.07567362572934706	0.10958988021745615	1.0555458974651388	0.03799332938527208	0.007291209318990457
0	0.10433627886791362	0.002183635347274676	3.26511046685355e-4	0.10597753978265152	0.06874057097023063	0.9507196961796134	0.03782961730081844	0.004899524608285036
0	0.03606490422773478	0.003539803790759675	5.512124347269277e-4	0.09674057999391132	0.09349365840033363	1.074682510006775	0.06560798386513872	0.008780747629000185
0	0.09604091285982698	0.0020379685964214463	1.8066458215497137e-4	0.0572304232938798	0.07123782365123503	0.47970305683682585	0.035092921451483634	0.004037170543833888
0	0.10119837189169208	0.0024407681196557196	4.124311867650608e-4	0.2977626090027225	0.021162494172062167	1.5492459999520976	0.037936262219539385	0.004086173687972307
0	0.10433627886791362	0.002183635347274676	3.26511046685355e-4	0.10597753978265152	0.06874057097023063	0.9507196961796134	0.03782961730081844	0.004899524608285036
0	0.05400476508130678	0.001061988182649707	1.0314490054303764e-4	0.10936284001773375	0.01814236011191151	0.5095732582429472	0.02355538364521576	0.006849909672232485
0	0.18253848139651505	0.00127039801287278	1.1810535089968807e-4	0.09999670038380794	0.03660617387782112	0.851244330678149	0.022543942522204166	0.005081687165149429
0	0.4409529712482651	0.002183635347274676	3.26511046685355e-4	0.10597753978265152	0.06175238389061499	0.9507196961796134	0.03782961730081844	0.004899524608285036
0	0.032753761870257914	0.0040129304891950365	5.563150300973359e-4	0.17865363007134005	0.061699974211428484	0.940250126042869	0.021630411718483577	0.009945010474269668
0	0.12003036755983397	5.302832244008654e-4	4.406845741966093e-4	0.08564916569742563	0.034610188445593076	0.32568087791827427	0.010707142857142844	0.0024000544662309345
0	0.039201362317147326	0.0012410026452303422	2.1219336367846902e-4	0.0985879253836126	0.0636755300882332	0.9696191610667032	0.025086377570333586	0.0023257589346774815
0	0.03642258039932372	0.004349555514453336	4.750156151100695e-4	0.19536659254660044	0.14679288235758803	0.26272730522419124	0.008217095860850867	0.009521252950173231
