taxonBat	log_mass	crypt_width	enterocyte_diameter	log_enterocyte_density	log_intestinal_diameter	sef	villus_height	villus_width
0	3.4676788356225927	0.04052392305407011	0.007607067482381057	17.07228990576716	-0.4691336745652897	12.23439076329053	0.5317117009616439	0.08103820081062728
1	4.238070309447957	0.030200902589822855	0.00833517699047269	17.411702089206937	-0.42266008883342787	20.25062890266379	0.8865070833333334	0.11106527777777778
1	2.85199308880006	0.02961691176470588	0.0057131222098157405	18.160972334199464	-0.22236915246106698	20.251557048354286	0.6933165521624133	0.06772192861519608
0	4.274825863354786	0.04321269063180828	0.006135298349937144	17.199492645447265	-0.25143314718448373	9.38221505045587	0.44576288904450667	0.09449906629318394
1	3.645569207479062	0.037793851367707576	0.006231776396757664	17.45696970969983	-0.46663367105872305	12.191498720790486	0.49314596949891065	0.07584258351488743
1	2.7283848506207966	0.036526666666666666	0.006396416469998665	17.59332500537565	-0.345811522691434	14.751289661524824	0.57143	0.07237333333333333
1	3.5304697173662944	0.016808823529411765	0.006248700896480597	18.06872591532527	-0.267879445155601	22.006225222888723	0.4830798366013072	0.050362745098039216
0	5.055780692097801	0.04070421544686251	0.007311526458951557	17.460247640826598	0.30682648231520293	16.49300412761911	0.8713932110821758	0.12193511284722221
0	3.7534121070132613	0.042884	0.008355315262007825	16.90571767613523	-0.4558256253248858	12.620099268253705	0.601934	0.093946
1	2.5920765436283633	0.03005071961444511	0.006042474275267683	17.70776420504953	-0.5859929624563089	14.311998954445107	0.4647809095860566	0.05913513071895425
1	3.5139306516493947	0.027936528685548287	0.005403104805464586	18.00487417144177	-0.5842927756478632	15.631519157149462	0.5079636363636365	0.06674
0	3.6104363630737035	0.03618949789942761	0.004636670407017147	18.085259002134677	-0.48590389777500975	12.74035748252011	0.5251560161205686	0.08338700167322442
1	2.1873005245583292	0.03811333333333333	0.00834108088871058	16.682474262933937	-0.8006115064841708	10.285174871753519	0.3972233333333333	0.06957666666666666
0	3.5694663560360747	0.03773679343532285	0.007271602020437804	16.306924102787487	-0.4549214072226183	13.420436894080797	0.5813618100234885	0.08752322048611111
0	3.2454073606320524	0.04701333333333333	0.009727550744793784	16.397834808636823	-0.4575502721372659	10.459067069332589	0.57099	0.11702333333333333
0	4.629240162402014	0.039997957516339874	0.006369914901293803	17.501427445282474	-0.06733387616121084	13.576823986629076	0.6772046924238446	0.11599976794103059
1	2.633478595930323	0.017116559877258807	0.005142720713936728	18.367762300857883	-0.8156330518517153	20.123904341544353	0.3984426663659051	0.0398920541827755
0	3.2321089474717444	0.03479314321214598	0.006039962894786566	17.13840358701343	-0.7080124382065551	8.629317018505038	0.37084586443478906	0.10213260314542483
