taxonBat	log_mass	crypt_width	enterocyte_diameter	log_enterocyte_density	log_intestinal_diameter	sef	villus_height	villus_width
0	0.009621946712094561	0.0029176007253785916	4.937164578099573e-4	0.12119210315334696	0.0527602415556826	0.39125935651350097	0.009917195467671796	0.0020764615559944275
0	0.06638258518894152	0.0033345618772374305	4.7357150090273205e-4	0.18543615318931286	0.06347292234219135	1.4650444105065534	0.017597914621232936	0.0013723318388516364
0	0.13993437381509513	0.0021075770516025493	1.8561588983387515e-4	0.07307497286714663	0.022848525883022615	0.6144382232186452	0.04711361448556373	0.003607406273666984
0	0.045098604517356464	0.002557368871626486	4.017635867809512e-4	0.10656289154054503	0.08520591153436609	1.3035140498425402	0.07008776832610941	0.0038065568978274174
0	0.07124157898577022	0.0015470045505640315	2.584426203667602e-4	0.1251389799921711	0.11986597629025826	0.6869799515395715	0.01787457539543232	0.0047185768023322965
0	0.1978928938154563	0.0018019094810166735	4.2177619848692786e-4	0.11296875002919664	0.04754908659283307	2.0376362463813043	0.044783541991822544	0.0079515372378204
0	0.10433627886791362	0.002183635347274676	3.26511046685355e-4	0.10597753978265152	0.06874057097023063	0.9507196961796134	0.03782961730081844	0.004899524608285036
0	0.03606490422773478	0.0010471448044711547	2.462451888214415e-4	0.06934982764390347	0.03559455523078232	0.5786145548101057	0.03573259805543527	0.010386262977734265
0	0.09604091285982698	0.0017297415991991405	1.5054942096373708e-4	0.061148883633552885	0.05585924531228165	0.8068905276254287	0.043868003670101054	0.006618971672397459
0	0.10119837189169208	0.001997348752670051	6.301827360032764e-4	0.20380278675135188	0.01429977810715889	0.20055454335338951	0.029165251065053667	0.006837244410005155
0	0.10433627886791362	0.002183635347274676	3.26511046685355e-4	0.10597753978265152	0.06874057097023063	0.9507196961796134	0.03782961730081844	0.004899524608285036
0	0.05400476508130678	0.0010725264644902812	1.5742731839922736e-4	0.11185320689087633	0.06559262311217473	1.0571489657999185	0.043408620674684095	0.005163248156150161
0	0.18253848139651505	0.0032199861973479203	2.117587137162514e-4	0.09151232745590519	0.07077452218280142	1.025007077724848	0.011046948799454882	0.006617150276197283
0	0.4409529712482651	0.0015232439129497961	3.26511046685355e-4	0.013872679640705599	0.1705671248635121	0.9242505116705305	0.07928792955984482	0.008759331597222223
0	0.032753761870257914	0.0012879095896494888	1.446521476508036e-4	0.13917757133367506	0.035132358997743134	1.2381329198727706	0.058936278584021	0.0069713134423228405
0	0.12003036755983397	0.004010212418300653	4.7466780358301975e-4	0.12879718991309197	0.07480589099991188	3.5386696085383713	0.14352121903448883	0.0027266559618639094
0	0.039201362317147326	9.364670482184197e-4	2.0121762164332363e-4	0.07028257743564192	0.09829113147183685	0.8276298385006944	0.015869552519055904	6.483771022429052e-4
0	0.03642258039932372	0.0025369221473311547	2.8259828634014626e-4	0.1594476759160521	0.056501023233993086	2.0169687141218686	0.07339774351975639	0.003204651756535948
