taxonBat	log_mass	crypt_width	enterocyte_diameter	log_enterocyte_density	log_intestinal_diameter	sef	villus_height	villus_width
0	3.4676788356225927	0.03390011930698205	0.00819433396675179	16.86134675430786	-0.5095686166766724	11.368024413788923	0.4013411220043573	0.06253839869281046
1	4.238070309447957	0.03747325430074612	0.007856159970578548	17.383582122932697	-0.6924229013340979	18.589140624788257	0.7537492777777779	0.08394935185185186
1	2.85199308880006	0.028320894607843136	0.005697810451672848	18.089135413078502	-0.26387516698901686	18.949127795058068	0.6314656753464485	0.07040363493750826
0	4.274825863354786	0.044487114845938376	0.006447113779127495	17.01166368401735	-0.2283027380820539	8.517101235777414	0.39309691098661687	0.08565557976276932
1	3.645569207479062	0.036830921257391853	0.006005778647036817	17.57757532599543	-0.6039992971563531	12.757021976322253	0.5060228758169935	0.07224609658678285
1	2.7283848506207966	0.038906666666666666	0.006337961211664552	17.3046337241334	-0.5631382457593194	11.007249486960976	0.44512666666666667	0.07423666666666667
1	3.5304697173662944	0.024799927378358746	0.006117106976257302	17.819379419837553	-0.16251892949777494	16.60291245246597	0.485688888888889	0.06091143790849672
0	5.055780692097801	0.04408914760348584	0.006904196169229176	17.11918182727876	0.22767429454601937	11.039089740634672	0.546413334865196	0.09728344566993463
0	3.7534121070132613	0.039144	0.008231635163259634	16.994479413140724	-0.29646297283233075	13.32243315238755	0.582862	0.086242
1	2.5920765436283633	0.03225882352941176	0.0054270140590265865	17.74517797163096	-0.5292280216688863	12.297615746036923	0.4167607116920843	0.05925121641249092
1	3.5139306516493947	0.03129607843137255	0.005115232187116862	18.032990669007685	-0.2711527705005703	14.487171008113268	0.4992697563874034	0.06570142602495543
0	3.6104363630737035	0.03343799710532812	0.0048399775448310575	17.66606435117074	-0.3912363480027118	9.206960630404053	0.3178628444561196	0.06238238412587826
1	2.1873005245583292	0.03832666666666667	0.00787425200313505	16.77107947825762	-0.5913463360454	10.003436164202551	0.38941	0.06970333333333334
0	3.5694663560360747	0.03445078815840062	0.007924820288430438	16.739926805015806	-0.48445034107322615	9.68857011758973	0.382023052832244	0.08317803275156217
0	3.2454073606320524	0.050846666666666665	0.00982990094782044	16.285463960414987	-0.3995615866811154	9.57594017162837	0.5175366666666666	0.10485
0	4.629240162402014	0.03949295239981514	0.006430256935672181	16.92416892810204	-0.19182123179884603	7.897723687509219	0.3450812908496732	0.08852806372549021
1	2.633478595930323	0.01861600165989953	0.004472083139166914	18.70661426803433	-0.5815111642072486	21.294896601390565	0.44566448804853304	0.04006587250372621
0	3.2321089474717444	0.032963734567901234	0.006753951972595152	16.862891502894833	-0.7241676672502151	8.111715850200225	0.2968124546114742	0.07561082062454612
